SHIPNAME	GETM	CAPTAINNAME	OWNER	PORT	TONNAGE	CANONS	CARRON	SWIVEL	CREW	CAPTURED/NOT	UNDOC_1	CRUISEYEAR	UNDOC_2	CONSTRUCTION_YEAR
INTREPIDE		BAVASTRO JOS	PERRET ANT NEG	BAR							1	1809		
INTREPIDE		PASSEMENT JN	LABROUCHE JN	STJ	225	14	4			T		1809		1809
INTREPIDE			DELAUNAY	AMS								1810		
INTREPIDE		LION GASPARD		DUN	26		2		21			1810		
INTREPIDE		GALLEGA FRANC	LECLERC JEAN	VAL							1	1812		
INTREPIDE PRIZE			DURAND ET CIE NEG	MAR	67	4			70	T	1	1810		
INVENTION		THIBAUT JN	SALANCHE	BOR	350	24			218	T		1801		
INVINCIBLE		GREENS JN		DUN								1799		
INVINCIBLE		JOSLIN MARTIN	MAIMMARE DEZARET	BAY	311	16			165	T		1813		1809
INVINCIBLE BUONAPART		LAMOTTE PRE	SALANCHE	BOR	120	18			166	T		1798		
INVINCIBLE NAPOLEON		DERMIT FRANC	MAISONNAVE	BAY	311	16			126			1809		1809
INVINCIBLE NAPOLEON		JOSLIN MARTIN	MAISONNAVE	BAY	311	16			126		1	1810		1809
INVISIBLE		DUBOIS NIC	RICHER PRE	CHE	4			1	14	T		1797		
INVISIBLE		HAMANDAL CHAS		DUN	20	4			71			1799		
INVISIBLE		FOURNY JN	FOUBE B	CAL								1813		
IPPOCRATE		PIMARE ALEX							62	T		1797		
ISERE		DURANTE JN	ALBERTIN NEG	MAR	36							1813		1813
JALOUSE		ASTUGUE		DUN								1794		
JASON		PARQUET CHAS	VAN NEUNEN	NAN	200	12			52			1797		
JASON		SAGOT		DUN		14			51			1797		
JASON		JANET JEAN	VAN NEUNEN	NAN	250	12			107	T		1798		
JASON		PARQUET CHAS	VAN NEUNEN	NAN	200	12			52	T		1799		
JASON		ETCHEBASTER M	GIRON PIERRE	BAY					41			1808		1809
JASON		ETCHEBASTER M	GIRON PIERRE	BAY					41	T		1809		1809
JEAN BART		BEUDAERT		DUN	17							1793		
JEAN BART		LE REDDE MICH	MAGNONNET	GRA	60	6			44	T		1793		
JEAN BART		NEUTS JN	SOISSY FILS AINE	DUN	50				38	T		1793		
JEAN BART		LE MAITRE GUILL	FONTAN LE JEUNE	STM	18				23			1796		1780
JEAN BART		LE MAITRE GUILL	FONTAN LE JEUNE	STM	18			9	23	T		1797		1780
JEAN BART		SILVESSE	DELORME VILLEDAULE	STM	20	2			25			1808		1808
JEAN BART			DUMAS FRERES	TOU		3			121			1809		
JEAN BART		SILVESSE	DELORME VILLEDAULE	STM	20	2			25	T		1809		1808
JEAN BART			DUMAS FRERES	TOU		3			121		1	1810		
JEAN BART			DUMAS FRERES	TOU		3			121			1811		
JEAN BART			DUMAS FRERES	TOU		3			121		1	1812		
JEAN BART		COULOMB	AYARD JEAN	MAR						T		1812		
JEAN JACQUES DE LA P			BOSE CAMPASTRUOQ	BAY						T		1806		
JENNY	G ET M		DUFOURCQ CAZEAU	ROC		4			14	T		1808		
JENNY	G ET M		RONDEAU GAUTIER	BOR					0			1808		
JENNY	G ET M	SAGORY AUG	SAGORY GAUTIER	BOR	284	6			35	T		1809		1808
JEUNE ADELE		BELAST	LAPORTE	NAN							1	1797		
JEUNE ADELE GET M		DELPECHE	BOSE DUPUY	ROC	70	6			20	T		1808		
JEUNE ADOLPHE		WEICHANDT M	SOULAGES	STR		6			26			1811		
JEUNE AGATHE		NORIER AUG	DESSAULX	NAN	80				80			1797		
JEUNE BOUGAINVILLE		DUPONT	LESNARD ET DUHAMEL	STM							1	1801		
JEUNE CAROLINE		LANGLOIS	TOLMER	STM	10			4	25	T		1796		
JEUNE COQ		BILLEMONT		DUN								1810		
JEUNE EMILIE		FROMY JACQ	DUPUY FROMY ET FIL	STM	60	10			60			1793		1783
JEUNE EMILIE		BEDEL ANT	DUPUY FROMY ET FIL	STM	60	10			43			1796		1783
JEUNE EMILIE		BEDEL ANT	DUPUY FROMY ET FIL	STM	60	10			43	T		1797		1783
JEUNE GERMAINE		DUPRAY JN	DE LA VIGNE FRSCIE	HAV	54	2		9	33	T		1793		
JEUNE HENRI		DERMIT FRANC	PAGES M	STJ	9			4	22			1809		1808
JEUNE HENRY		DELAGESSE R	DANETROUSSON BAYNE	BOR	100	14			90			1803		
JEUNE HENRY		DELAGESSE R	DANETROUSSON BAYNE	BOR	100	14			90	T		1804		
JEUNE HENRY		DERMIT FRANC	PAGES M	STJ	9			4	22			1808		1808
JEUNE INDIEN		ROBINE JN	MENGNONNET FILS	GRA	4				15			1803		1803
JEUNE INDIEN		ROBINE JN	MENGNONNET FILS	GRA	4				15			1804		
JEUNE MADELAINE		ROBERT CHAS		DUN		2			35			1793		
JEUNE MALOUINE		NEEL	NEEL DEPECHERS FRS	STM		14			59			1800		
JEUNE MALOUINE		NEEL	NEEL DESPECHERS FR	STM		14			59			1801		
JEUNE MARIE		EVERAERT	HONVAUX	DUN	65	2			37	T		1793		1780
JEUNE MARIE				HAM								1811		
JOSEPHINE		SEMINIL FR	TIXIER OF HAVRE	GRA	66	14			32			1806		1806
JOSEPHINE		BAVASTRE JOS	POLLAN OF NICE	BAR							1	1807		
JOSEPHINE		SEMINIL FR	TIXIER OF HAVRE	GRA	66	14			32	T		1807		1806
JOSEPHINE	G ET M		AREGNAUDEAU GRAM	ROC		14			37			1808		
JOSEPHINE		WASSELIN PRE	CHOISNARD	BOU	83	16			97			1809		1809
JOSEPHINE	G ET M		AREGNAUDEAU GRAM	ROC		14			91			1809		
JOSEPHINE		HURET JEAN	CHOISNARD	BOU	83	16			97			1810		1809
JOSEPHINE				BAY								1811		
JOSEPHINE		SOUBITEZ	CHOISNARD	BOU	83	16			97			1811		1809
JOSEPHINE PRIZE		FROMENT JEAN	ROUVIER AINE ROSCO	MOR	18	4			20			1799		
JOSEPHINE PRIZE		FROMENT JEAN	ROUVIER AINEROSCOF	MOR	18	4			20	T		1800		
JULES		SERON JN	MOLEUX CROUY AUD	CAL	12				30			1810		
JULIE			COSSIN FELIX	NAN	120	18			20		1	1797		
JULIE		GAUTREAU PRE	COSSIN FELIX	NAN	120	18			80	T		1798		
JUNON		MICHEL JN	BONNAFOU FRERES	MAR								1797		
JUNON		NIGUET	FOURCHON ET AMIEL	AUR		14			82			1809		
JUNON		VAUTON MATH	DUCLOS H OF CAEN	CHE								1809		
JUNON		NIGUET	FOURCHON ET AMIEL	AUR		14			82			1810		
JUNON		DE BON J	THOMAZEAU E AMIEL	STM	136	14			82			1811		1807
JUNON		PRADER NIGUER	THOMAZEAU E AMIEL	STM	136	14			82			1812		1807
JUNON		PRADER NIGUER	THOMAZEAU E AMIEL	STM	136	14			82			1813		1807
JUNON		PRADER NIGUER	THOMAZEAU E AMIEL	STM	136	14			82			1814		1807
JUPITER		POLLET JN	MERLIN DUBROEUIL	BOU	88	10			39	T		1798		
JUPITER				CHE								1800		
JUPITER		NOSTEN TOBIE	CAPPE	MOR	91	16		2	55			1800		1798
JUPITER		NOSTEN TOBIE	CAPPE	MOR	91	16		2	55	T		1801		1798
JUPITER				GEN								1810		
JUSTE		LE GUILLEMIN JN	FORTIN AINE	STM	95	12			65			1798		1798
JUSTE			FORTIN AINE	STM	95	12			70			1799		1798
JUSTE			FORTIN AINE	STM	95	14			73			1800		1798
JUSTE		CHARLES JN	SAUCHOU	LOR	95	14			70			1800		
JUSTE		CHARLES JN	SAUCHOU	LOR	95	14			70	T		1801		
JUSTINE		LAHURE ADELAIDE	BOUDIN ET CIE	HON	9	2			16			1796		1796
JUSTINE		LAHURE ADELAIDE	BOUDIN ET CIE	HON	9	2			16	T		1797		1796
LA TOUR PASSAN				LAC		1			53			1811		
LABORIEUX		LECORNU PRE	HERON ET PELLETIER	STM	25	6			26	T		1793		
LABOURDIN				BAY								1796		
LABRECADABRE		DISCURNAU JACQ	PAGES ALEXIS	STJ	38				59			1793		
LACTOLE	G ET M	CHELSANT	VIOLETT DUBOIS	NAN		14			101	T		1808		
LANCON				HAV								1797		
LAURE		QUIMPER	CANNEVA SANTERRE M	STM	85	8			58			1797		
LAURE		GALLAIN	CANNEVA SANTERRE	STM	85	8			74			1798		
LAURE		GALLAIN	THOMAS ET MARTIN	STM	85	16			63			1799		
LAURE			THOMAS ET MARTIN	STM	85	16			9			1800		
LAURE		LE MAITRE	THOMAS AINE ETCIE	STM	85	14			68	T		1801		
LAZARE HOCHE		LANGLOIS AUG	LARROULET JN FILS	STM	100	14		2	1			1796		
LAZARE HOCHE			LARROULET JN FILS	STM	100	8			1		1	1797		
LAZARE HOCHE			LARROULET JN FILS	STM	100	8			1			1798		
LEGER		LALLEMAND FELIX		DUN		4			34			1797		
LEGER		DESBROSSES JN	BISSON BESCHIERS	LOR	300	20			138	T		1798		
LEGER		LASSERRE	LACAZE JN	BAY	20			6	25			1798		
LEGER		MEYNE FRANC		DUN		4			34			1798		
LEGER		LASSERRE	LACAZE JN	BAY	20			6	25			1799		
LEGERE		ALLEMERE JOSEPH	VERNIMMEN LS	DUN	89	14			57	T		1798		
LEGERE		DOYHAMBETRER B	LABROUCHE PASSEMEN	STJ	8				16			1798		
LEGERE		MALLEUX D	CASTRO	BAY	83	10			41			1798		
LEGERE		DALBARAD PRE	LABROUCHE	STJ	43	6		6	40			1799		
LEGERE		MALLEUX D	CASTRO	BAY	83	10			44	T		1799		
LEGERE		DALBARAD PRE	LABROUCHE	STJ	43	6		6	40	T		1800		
LEO		LAPORT ANT	DELCOL LAVERNE	CHA	30				41			1795		
LEO		LAPORT ANT	DELCOL LAVERNE	CHA	30				41	T		1796		
LEONILDE				LEG								1811		
LEVRETTE		LEBEAU JN	TIESSET MOLCROUY	BOU								1797		
LEVRETTE		KNEL JN	ROBIN JN	ROC		2			29	T		1810		
LEVRIER		MILET	CHANTEREGNE ET FIL	CHE	6							1793		
LEVRIER		BOUTET BAPT	ROSSEL BOUDER ETCO	NAN	120	10			72	T	1	1798		
LEZARD		LANDAIS JULIEN	JALLOBERT FRERES	STM	90	2	1		56			1807		1807
LEZARD			JALLOBERT FRERES	STM	90	2	1		56			1808		1807
LEZARD		LANDAIS	JALLOBERT FRERES	LOR	90	2	1		56	T		1809		1807
LIBERTE		HURET ANT	GRISET JN	BOU	9							1793		
LIBERTE		LE REDDE LUC	MARTIN	STM		10			54	T		1793		
LIBERTE		SIABES	NOLEUX CROUY	BOU	10							1793		
LIBERTE		DORP FRAN	DEBAILLOU	DUN	15	2			18			1796		
LIBERTE		DORP FRAN	DEBAILLOU	DUN	15	2			18	T		1797		
LIBERTE		PAPILLON B	ACHEN	HAV	15			4	18	T		1797		1796
LIBERTE DES MERS		FOURNY N	MORAND FELIX	BOU	61	16			88			1808		1808
LIBERTE DES MERS		FOURNY N	MORAND FELIX	BOU	61	16			88			1809		1808
LIBERTE DES MERS		FOURNY N	MORAND FELIX	BOU	61	16			88	T		1810		1808
LIGURIE		ZINIAGO JOS	DODERO DI ANDREA	MAR							1	1809		
LION		CARDON FRANC		DUN		4			36			1797		
LION		LECLERC JACQ		DUN		4			11			1798		
LION		FOURNY PRE	GASSER TIESSET	BOU	66		9		57			1811		1811
LION		FOURNY PRE	GASSER TIESSET	BOU	66		9		57			1812		1811
LION			GASSER TIESSET	BOU	66		9		57			1813		1811
LION			HERVEL	LOR								1813		
LION			HERVEL	LOR								1814		
LION NO THREE		DELPIERRE	GASSER TIESSET	BOU					65			1813		
LISE			TRIGNANT ESTIMAT	LOR								1813		
LISE			VRIGNAULIN ROTINAS	LOR								1814		
LISSIKAN			BERLIN JACOB	MAR	80							1793		
LIVELY		SAUVEUR JN	ROUXEL	STB							1	1810		
LOI		MARQUIN		LOR								1797		
LONGITUDINALE												1811		
LOUISE	G ET M	AMAND AUG	GAROUTE ET VERNET	BOR	175	2			29	T		1808		
LOUISE	G ET M	MAUGENDRE E	FOACHE OF HAVRE	NAN	109	2		2	12	T		1808		1808
LOUP			ADAM ALEX	CAL								1810		
LOUP			CAILLETTE FRANC	CAL		3			40			1811		
LOUP GAROU		CHENEAU	LEPELEY PERRUCHAUD	NAN	136	14					1	1809		
LOUP GAROU				DUN								1810		
LOUP GAROU		CHESNEAU	LEPELEY ET CIE	NAN								1810		
LOUP MARIN		LE CONTE P	RAMBACK OF CALAIS	DIE								1810		
LOUP MARIN				CHE								1811		
LOUP NO TWO			CAILLETTE FRANC	CAL								1811		
LUCIFER			LATOUR ET GALABERT	QUI								1813		
LUINOLA		LEBLANC THOS							48			1801		
LUTIN DE L OUEST			BERTRAND	LOR	120	16						1800		
LYNX		BLANCKMAN ET		DUN		14			47			1797		
LYNX		KNEL JEUNE	SEIGNETTE FRS	LAR							1	1798		
LYNX			FOUBE JOS	CAL								1813		
LYNX		TRUCQUET	FOUBE JOS	CAL								1814		
LYON				MAR								1801		
LYONNAIS		DAENE	ALLARD P	DUN	21	2			25	T		1803		1803
MAGDELAINE		AUGENAUD	MARTIN ET DUCHESNE	STM	46	6			23	T		1803		1800
MAGICIENNE		GAUTIER	DIDIER ET GILBERT	STM	45	2			46	T		1807		1806
MAITRE DE DANSE		LE VERGER M	GAUTIER JEAN	STM	35	4			30	T		1810		1810
MALAISE		GRANGER JOHN	BOUILLON PRE	CHE	25	2		8	29	T		1793		
MALMYRA			DUCLOS PELLEY ETCO	NAN								1808		
MALOUIN		DURUBLE	CANNEVA ET LEYRITZ	STM	10	5			24	T		1793		
MALOUIN		BLANCHARD	THOMAZEAU ROBINET	STM	49	14			64			1800		1800
MALOUIN			THOMAZEAU ROBINET	STM	49	14			50			1801		1800
MALOUIN		LAURIOL	THOMAZEAU	STM	92	4			61			1803		1798
MALOUIN		LAURIOL	THOMAZEAU	STM	92	4				T		1804		1798
MALOUIN		CORNIER PRE	THOMAZEAU JNE ETCO	STM	15	1			24			1811		1811
MALOUINE		AERUY JOSEPH	CANNEVA ET LEYRITZ	STM		8			49			1793		
MALOUINE		QUIMPER TOUSS	SANTERRE ET AUTIER	STM	70	6		4	51			1797		
MALVINA		SALAUN	DUCLOS PELLEY PERR	NAN	130	14						1807		
MALVINA		SALAUN	DUCLOS PELLEY PERR	NAN	130					T		1808		
MAMELOUCK		LAURENCE N	LUNEL B	BOU	75	16			53			1810		1810
MAMELOUCK		LAURENCE N	LUNEL B	BOU	75	16			53	T		1811		1810
MANDRIN		LECOLIER JN	DUVAL THOS	HAV	41	2			26			1796		1795
MANDRIN		LECOLIER JN	DUVAL THOS	HAV	41	2			26	T		1797		1795
MARAUDEUR		DESPRAIRIES JN	LAFOIRET CADET FI	BOU	65	2	6		70	T		1809		1809
MARAUDEUR PRIZE		DELATTRE CORN	MARLIEU VARTIN	DUN	19	4		2	18			1795		
MARAUDEUR PRIZE		DELATTRE CORN	MARLIEU VARTIN	DUN	19	4		2	18	T		1796		
MARAVDEUR		DELORNE CHAS	DUCARNOY	DUN	17				17			1793		
MARECHAL MONCEY		DOLABARATZ G	ST JEAN RICH	STJ	10	1			21			1808		1794
MARECHAL MONCEY		DOLABARATZ	ST JEAN RICH	STJ	10	1			21			1809		1794
MARECHAL MONCEY		MAGNES JN	LABROUCHE JOS	STJ	14			4	27		1	1810		
MARENGO		GRANGER	RICHER PRE	CHE	20	2			26	T		1803		1803
MARIANNE		DIBART JN		STJ								1793		
MARIANNE		DESHAILLES	LAPORTE	NAN	154	3		1	90		1	1797		
MARIANNE		DESHAILLES	LAPORTE	NAN	154	3		1	90	T		1798		
MARIE		DESCONET ET	GOYENAGE OF CIBOUR	STJ	10				20			1793		
MARIE		PIED F	LEVEQUE LS	NAN	140	14			72	T		1797		1797
MARIE			VILAINE	CAL		3			49			1810		
MARIE				CAL		3			49			1811		
MARIE ANNE		BERNARD GEO	CHOLLET FOURNIER	BRE	26			6	29	T		1796		
MARIE FRANCOISE		LECANTRE		DUN	45	4			30			1793		
MARIE LOUISE		CAIREL	MICHEL FRANC	MAR						T	1	1810		
MARIE LOUISE		THILL ANDRE	LANDON	CHE	63	16			61			1810		1809
MARIE LOUISE		ROYZE PRE	ROUGON AUG	NAP							1	1811		
MARIE LOUISE		THILL ANDRE	LANDON	CHE	63	16			61			1811		1809
MARIE PRIZE		DUPONT	DELASTELLE	STM	29	2			24	T		1797		
MARS		ABAUTRET JN	ALBERT ET CHEVAUX	NAN	600	16			222		1	1797		
MARS		ABAUTRET JN	ALBERT ET CHEVAUX	NAN	600	16			222	T		1798		
MARS		ETIENNE ALEX	SORBET PRE	BOR	300	22			160			1799		
MARS		ETIENNE ALEX	SORBET PRE	BOR	300	22			160	T		1800		
MARSOUIN		BOURGAIN JACQ	MERLIN	DUN		10			63			1798		
MARSOUIN		MOSQUERON LS	MOSQUERON GUILLNEG	CHE	15	2		2	28			1798		1798
MARSOUIN		RIPNER WILLIAM	REGNIER	DUN	93	14			58			1798		
MARSOUIN		FAUCHEUR	MOSQUERON GUILLNEG	CHE	15	2		2	28			1799		1798
MARSOUIN		MARESTIN	ETHEART	STM	31	4			20			1799		1799
MARSOUIN		RIPNER WILLIAM	REGNIER	DUN	93	14			58	T		1799		
MARSOUIN		LE BLANC THOS	SURCOUF ROBT	STM	55	5			56			1806		1805
MARSOUIN		BREBEL FRANC	SURCOUF ROBT	STM	55	5			56			1807		1805
MARSOUIN		BOTRELLE JN	SURCOUF ROBT	STM	55	5			56	T		1808		1805
MARSOUIN			RIOU KHALLET	CON								1812		
MARSOUIN			RIOU KHALLET	CON								1813		
MARTINET		OLIVIER FRANC	RIBAUD LANGE	MAR							1	1811		
MARY				BAY		2			21			1811		
MASCARADE		GAUTHIER JACQ	BRULARD MAZURIER	MOR	56	4	2		39			1800		1797
MASCARADE		GAUTHIER JACQ	BRULARD MAZURIER	MOR	56	4	2		39	T		1801		
MASSENA		ATTEANASE BERN	FOUBE PIRQUET	CAL	30	4			34	T		1800		1800
MASSENA		BLONDIN		BOU								1801		
MEDELIN		QUERELLO	BENDIX	SMA							1	1811		
MELANIE	G ET M	DUROCHER VITAL	BOUCHE	ILE	100	4			68	T		1796		
MELANIE		BERNIER AUG	PERNET JN	SLA							1	1811		
MERCURE		DELASTELLE CHAS	DELASTELLE MICHEL	STM	200	16			95			1798		1798
MERCURE		RIGAL B	HERIBAM LAGARDE	BOR	120	18			133	T		1798		
MERCURE		DUPUY FROMY	DELASTELLE MICHEL	STM	200	16			108	T		1799		1798
MERCURE			QUENOUILLE AINE	CHE	63	16			54			1811		
MERCURE		NEVES		DUN	20	3		2	27			1811		
MERCURE		PONCHIN	QUENOUILLE AINE	FEC	63	16			54	T		1812		
MERVEILLEUSE		CARDAN		DUN								1797		
MERVEILLEUSE		LEFEBRE PRE	NANINCK	DUN	37	4			14			1797		1797
MERVEILLEUSE		LEFEBRE PRE	NANINCK	DUN	37	4			14	T		1798		1797
MESSAGER			TOURNAIS FILS ETCO	MAR	36							1793		
MESSAGER		DE MONVOISIN	PEYRON NEG BREST	CON	48				30			1803		1792
MESSAGER		DE MONVOISIN	PEYRON NEG BREST	CON	48				30	T		1804		1792
MESSALINE			ANDRIEL	DAN								1810		
MESSALINE		TRICON	ANDRIEL	DAN								1810		
MESSALINE				DUN								1811		
MILAN		MICHEL JN	GAUTTIER ET GUIST	STM	86	8			60			1798		1798
MILAN		ROGER	GAUTTIER ET GUIST	STM	86	8			46	T		1799		1798
MILAN			LEBRETON BLESSING	STM								1809		
MILAN			LEBRETON BLESSING	STM								1810		
MILAN		PELLETIER PRE	LEPELLEY PERRUCH	STM	100	6	8		73	T	1	1810		
MILAN				BOU								1811		
MILAN			FOUBE B	CAL						T		1811		
MINERVE		FABIEN JEUNE	DESSAULT ET CIE	NAN	200	20			129			1797		
MINERVE		LEGUE	FONTAN	STM	260	18			125			1797		1785
MINERVE		MARQUIS JOS	DELAYE FRERES	LOR	230	18			88		1	1797		
MINERVE		DUGUENET JN	FONTAN ET THOMAS	STM	260	18			117	T		1798		1785
MINERVE		FABIEN JEUNE	DESSAULT ET CIE	NAN	200	20			129		1	1798		
MINERVE		MARQUIS JOS	DELAYE FRERES	LOR	230	18			88	T	1	1798		
MINERVE		LANGLOIS EUG	IZARD ET GERUS	BOR	200	16			163			1800		
MINERVE	G ET M	BECK	CAMBON DOMECQ	BOR	200	18			89			1803		
MINERVE				BOR					106			1804		
MINUTE NO TWO				STR		5			24			1811		
MINUTE NO TWO		SPYNS		DUN								1811		
MIQUELONNAISE			FOURCHON ET AMIEL	STM	200	16			154	T		1812		1812
MIQUELONNAISE		PRADET MIGUEL	FOURCHON ET AMIEL	STM	200	16				T		1813		1812
MISTRAL				DAN								1811		
MODERE		TESTARD CHAS	GRIMAUPRE	BOU	25	3		3	39			1799		
MODERE		TESTARD CHAS	GRIMAUPRE	BOU	25	3		3	39			1800		
MODESTE		FERAY P	RIGOULT NEG STUAL	FEC	68	16			43			1809		
MODESTE		FERAY P	RIGOULT NEG STVAL	FEC	68	16			43	T		1810		
MOLENNAIS			LABBE	CON								1810		
MOLINAIS				CON								1811		
MONT BLANC		FAUQUEUX		HAV					66			1800		
MORGAN		WHITNEY JOHN C	DUJARDIN PINTEDEV	STM	100	14			54	T		1796		
MOUCHE		GAUVIN	FONTAINE LS	BOU								1797		
MOUCHE		HERON JACQ	CHEGARAY FRS ETCIE	LAR	150	18			172	T		1797		
MOUCHE		LEFEBURE		DUN		14			49			1799		
MOUCHE		PINSAN PRE	LAPREE FRERES	BOR	120	20			145	T		1799		
MOUCHE		WARNIER		DUN		14			49			1800		
MOUCHE				DUN		14			49			1801		
MOUCHE		ADRIAN FRANC	TARDIEU E	MAR							1	1803		
MOUCHE		DESGARDINS P		DUN								1809		
MOUCHE				GEN								1810		
MOUCHE		GOGUEZ	FONTAINE LOUIS	BOU	69	16			64	T		1811		1808
MOUCHE		HENIN	MORAND FELIX	BOU					16			1813		
MOUCHERON		PUGOL JN	LAGREE FRERES	BOR	140	16			125			1800		
MOUCHERON		PUGOL JN	LAGREE FRERES	BOR	140	16			125	T		1801		
MOURAILLE		CHERABOE	CHERABOE	MAR	80					W		1793		1790
MOUSTIQUE				CHE								1798		
MUSETTE		DESBROSSES JN	COSSIN FELIX	NAN	300	18			126	T		1796		
MUSETTE		HAVIERE JOSEPH	GREMEL ET CIE	BRE	30	2		6	36	T		1797		
MUTIN PRIZE		ROUX JEAN	GAUTTIER	STM	6			3	13			1798		
NAIDE		LEONARD		DUN								1795		
NAIDE		LEONARD		DUN								1796		
NANTAIS		TRAVERS JN	IMBERT AINE	BRE	95	8			54			1796		
NANTAIS		HADELAN	SAVARY	NAN	200	18			104		1	1797		1796
NANTAIS		TRAVERS JN	IMBERT AINE	BRE	95	8			54	T		1797		
NANTAIS		HADELAN	SAVARY	NAN	200	18			104		1	1798		1796
NANTAIS		ROZIER		NAN		16			130	T		1799		
NAPOLEON		DE CAPRAYA	LAURENT LOUIS	ELB							1	1807		
NAPOLEON		MONGRANO J		MLG		1			28	T		1812		
NAPOLEON LE GRAND			LEVESQUE L FILS	NAN	241	16			124		1	1809		1809
NAPOLEON LE GRAND		FRANCOIS	LEVESQUE L FILS	NAN	241	16			124	T		1810		1809
NAPOLEON LE GRAND GM			LUGNOL OLANYER BAL	ROC		10			46	T		1808		
NAVARROIS		CAVALLIER	BASTERRECHE FRS	BAY		16			103			1809		1809
NAVARROIS		CAVALLIER	BASTERRECHE FRS	BAY		16			103	T		1810		1809
NEPTUNE		ETIENNE	FORET	NAN	163	10			66	T		1797		
NEPTUNE		CAILLIEZ		DUN								1800		
NEPTUNE			CHOISNARD	CAL								1810		
NEPTUNE		DE BELFAME P	BOULON PIERRE	DUN	90	14			69			1812		
NEPTUNE		HUET JEAN	BOULON PIERRE	DUN	90	14			69			1813		
NORWEGIEN	G ET M	MOREL JN	DUPOUY VVE TRONQUY	DUN	139	8			33			1809		
NORWEGIEN	G ET M	MOREL JN	DUPOUY VVE TRONQUY	DUN	139	8			33	T		1810		
NOUVEAU DECIDE		DUCAMP GASPARD		DUN	37	2		2	28			1799		
NOUVEAU DECIDE		OLLIVIER CHAS		DUN	37	2		2	28			1800		
NOUVEAU VIGILANT			LEVESQUE ET FILS	NAN							1	1800		
NOUVELLE EUGENIE		MAGOUET VINC	COSSIN FELIX	NAN	300	14			81	T		1797		
NOUVELLE FANTAISIE		BARBIER PRE		DUN	200							1793		
NOUVELLE FANTAISIE				DUN		16			78			1796		
NOUVELLE GIRONDE		LECOMTE JN	LACOMBE DURASSIE	BAY	120	10	4		80			1808		
NYMPHE		BOBON	BARRAT PRE NEG	MAR	90							1793		1787
OBSERVATEUR			DESPREAUX	CHE	15				15			1809		1809
OBSERVATEUR			DESPREAUX	CHE	15				15	T		1810		1809
OISEAU		VALENTIN	GARDON HON	MAR	33							1793		1790
OISEAU		LE BRETON JACQ	COSSIN FELIX	NAN	130	16			103	T		1797		
OISEAU		DAUBIN	DELLETREAU ROY	ROC	68	12			66	T		1803		1803
OISEAU		FRESSON JN	DUJAT WALLET	BOU	63	16			55			1807		1807
OISEAU			DUJAT WALLET	DIE	63	16			55			1808		1807
OISEAU			DUJAT WALLET	DIE	63	16			55			1809		1807
OISEAU			DUJAT WALLET	DIE	63	16			55		1	1810		1807
OISEAU DE MER				GEN					14			1811		
OISEAU GET M		BIDOIS		BOR	75	4			20	T		1807		
OLYMPE				CON								1811		
OLYMPE				STR		2			17			1811		
OLYMPE		CAILLIEZ PRE		DUN	122	10			75			1811		
OLYMPE				CON								1812		
OLYMPE				CON						T		1813		
ONCLE THOMAS				LAR								1801		
ONCLE THOMAS		PAPIN	CHEGARAY MIJONNET	ROC	300	18			200			1803		
OPTIMISTE		CORENWYNDER	REANZ DEVRIES	DUN	80	14			36			1800		
OPTIMISTE		CORENWYNDER	REANZ DEVRIES	DUN	80	14			36	T		1801		
ORACLE		RICHE FRANC	LIAIS PRE	CHE	14	2			31			1808		1808
ORACLE			STURMER CHAS	CHE	14	2			31			1810		
ORIGINAL				ROS								1811		
OSTENDAIS		BRANDT PRE		DUN								1799		
PACIFIQUE		RAGUIDEAU PRE	HOUSSET JEUNE	NAN	70	10			68			1798		
PAIX			BERNARD FRAN	NAN								1799		
PALME		PERRE LS	PEREE LS	STV	60	12		6	56	T		1793		
PAPILLON		LE FRANCOIS TH	BECHAUD VVE	CON	16			4	29			1796		
PAPILLON		LE FRANCOIS TH	BECHAUD VVE	CON	16			4	29	T		1797		
PAPILLON		LAFONT GRATIEN	RICHER ET CIE	NAN	100	12			96		1	1798		
PAPILLON		LEVEILLE PRE	COSSIN FELIX	NAN	250	14			122			1798		
PAPILLON		LEVEILLE PRE	COSSIN FELIX	NAN	250	14			122	T		1799		
PARISIENNE		MICHEL JN	DESLANDES	STM	280	28			134			1799		1797
PARODIE		GODARD R		DUN								1811		
PASSE PAR TOUT		ROSSE AINE	PELTRIER GIRODROUX	STM	15	2			22		1	1797		1797
PASSE PARTOUS			DUPONT DE LENS	CAL								1810		
PASSE PARTOUT			TORRIS CHAS	OST	99	16			44			1807		
PASSE PARTOUT		VANVLIEME JN	TORRIS CHAS	OST	99	16			44	T		1808		
PATRIE	G ET M		ARDOUIN OLANYER	ROC	526	14			55	T		1809		1809
PATRIOTE			LEMEE	MAR	40							1793		
PATRIOTE		ARRON JN	AOREAU VICTOR	CAL	40	2		1	24	T		1793		
PATRIOTE		TRUPIN	DALLARDE	BOU								1793		
PATRIOTE		DUPONT PRE	MARTIN PORT SOLIDR	STM	12			6	18	T		1796		
PATRIOTE		PETIT	ROU KHALLET	BRE								1797		
PAULINE		LESNARD	KMEL	STM	36	4			30	T		1809		
PAYSAN LE TOUR		ROUX	BENET XAVIER NEG	MAR	0						1	1811		
PEGASE		BINORD BARBIN	CASSEY PERE	NAN	90	14			97			1797		1797
PEGASE		BINORD BARBIN	CASSEY PERE	NAN	90	14			97			1798		
