,"English prices and wages, 1209-1914 (Gregory Clark)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(grams of Ag per metric) = (grams of Ag per £) * (pence per English)  /((pence per £)*(metric per English)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1.255,1.305,1.943,4.484,14.156,,,3.365,3.944,6.786,2.921,2.837,,,18.795,6.193,8.295,2.617,8.933,,,,,,13.061,2.767,8.963,0.907,42.000,,19.982,2.860,47.739,2.893,14.367,,3.286,15.972,9.261,3.500,38.330,2.207,4.936,0.753,0.916,51.558,6.005,7.263,1.752,32.175,8.716,,,4.162,,,,34.543,1.916,,1.673,21.909,4.145,9.240,,10.735,4.272,11.253,,,,,17.929,2.055,3.371,0.954,3.232,8.804,6.852,,7.267,10.337,7.014,,115.1,113.2,,1594,0.202,0.210,2.021,0.559,6.679,,,3.500,4.103,7.059,0.039,2.951,,,106.419,34.511,46.228,14.583,49.781,,,,,,1.628,1.305,49.949,0.944,43.689,,111.357,,49.659,3.009,81.343,,3.418,8.242,,0.436,6.159,2.295,5.134,0.783,0.147,6.426,56.666,41.121,0.282,33.469,9.067,,,4.329,,,,0.321,,,9.475,22.790,51.735,4.360,,60.784,4.444,11.705,,,,,26.817,3.074,0.542,0.992,53.893,9.159,42.430,,3.429,4.878,3.309
1595,2.001,1.947,2.127,4.304,15.740,,,3.526,3.996,,2.789,4.890,,,16.089,6.518,7.392,3.176,9.573,,,,,,12.961,2.831,7.964,1.140,35.200,1.494,28.154,3.000,,2.726,14.367,,2.670,16.224,9.578,3.305,41.988,2.299,5.275,0.996,1.609,45.242,5.911,7.119,2.741,35.888,8.500,,,4.133,,,,37.633,2.043,,1.673,18.974,4.382,9.643,,13.289,4.182,11.936,,,,,13.447,2.438,4.213,1.334,3.230,8.823,6.887,,7.836,9.993,6.718,,115.1,113.2,,1595,0.321,0.313,2.213,0.537,7.427,,,3.668,4.157,,0.037,5.087,,,91.094,36.324,41.196,17.697,53.351,,,,,,1.616,1.336,44.379,1.186,36.616,0.705,156.899,,,2.835,81.343,,2.777,8.372,,0.412,6.746,2.391,5.487,1.036,0.259,5.639,55.781,40.307,0.440,37.332,8.842,,,4.299,,,,0.350,,,9.475,19.737,54.696,4.550,,75.242,4.351,12.416,,,,,20.113,3.646,0.677,1.387,53.849,9.178,42.644,,3.697,4.715,3.170
1596,2.108,1.821,2.100,4.733,17.200,,,3.510,4.067,,3.123,,,,19.071,7.136,9.198,3.096,10.388,,,,,,15.124,4.028,8.638,1.387,40.000,,26.694,3.292,51.717,4.207,14.367,,3.378,15.768,9.696,3.777,45.352,2.617,4.368,0.851,1.560,42.183,5.803,6.920,2.385,33.202,8.881,,,4.534,,,,55.271,2.161,,1.673,,4.517,10.270,,10.399,4.174,12.348,,,,,20.288,2.438,4.767,1.635,3.313,8.211,6.926,,7.692,10.055,6.862,,115.1,113.2,,1596,0.339,0.293,2.185,0.590,8.116,,,3.651,4.231,,0.042,,,,107.982,39.769,51.260,17.254,57.891,,,,,,1.885,1.901,48.139,1.443,41.609,,148.763,,53.797,4.376,81.343,,3.514,8.136,,0.471,7.287,2.722,4.544,0.885,0.251,5.258,54.766,39.181,0.383,34.537,9.238,,,4.717,,,,0.513,,,9.475,,56.387,4.846,,58.879,4.342,12.844,,,,,30.345,3.646,0.766,1.700,55.243,8.541,42.885,,3.630,4.744,3.238
1597,2.903,2.771,2.172,6.278,14.277,,,4.382,3.971,,3.115,4.375,,,18.595,6.549,8.655,2.872,9.281,,,,,,14.864,3.865,8.940,1.602,,,24.145,5.000,80.876,2.887,14.367,,3.588,17.753,10.073,3.857,65.855,2.659,4.657,1.967,1.844,44.774,5.949,8.477,3.440,43.567,8.748,,,4.340,,,,50.054,1.576,,1.673,,4.448,10.546,,11.472,4.450,12.920,,,,7.871,17.929,2.157,5.828,1.888,3.352,8.380,6.726,,7.181,10.272,7.003,,115.1,113.2,,1597,0.466,0.445,2.259,0.783,6.736,,,4.558,4.131,,0.042,4.551,,,105.283,36.496,48.232,16.003,51.721,,,,,,1.853,1.823,49.822,1.667,,,134.553,,84.129,3.004,81.343,,3.733,9.161,,0.481,10.581,2.766,4.845,2.047,0.296,5.581,56.135,47.997,0.553,45.320,9.100,,,4.515,,,,0.465,,,9.475,,55.523,4.976,,64.952,4.629,13.439,,,,3.714,26.817,3.227,0.936,1.964,55.884,8.717,41.648,,3.388,4.847,3.304
1598,2.114,2.257,2.209,5.906,15.080,,,3.794,4.336,,3.145,3.601,,,17.402,6.162,7.752,2.617,9.281,,,,,,13.741,4.484,9.296,1.341,32.000,,18.748,3.831,,3.138,14.367,,3.762,15.654,10.259,3.533,48.484,2.574,4.321,1.105,1.468,55.887,5.911,,3.073,52.540,9.122,,,3.631,,,,73.517,2.521,,1.673,36.000,3.746,17.242,,10.551,4.722,13.771,,,,4.049,17.929,2.981,4.794,1.580,2.817,7.335,6.778,,7.616,10.271,7.080,,115.1,113.2,,1598,0.340,0.363,2.298,0.736,7.115,,,3.947,4.511,,0.042,3.746,,,98.528,34.338,43.201,14.583,51.721,,,,,,1.713,2.116,51.806,1.395,33.287,,104.477,,,3.264,81.343,,3.913,8.077,,0.440,7.790,2.678,4.495,1.149,0.236,6.966,55.781,,0.494,54.653,9.489,,,3.777,,,,0.683,,,9.475,37.448,46.764,8.135,,59.737,4.912,14.325,,,,1.911,26.817,4.459,0.770,1.644,46.968,7.630,41.970,,3.594,4.846,3.341
1599,1.567,1.268,2.173,5.532,15.821,,,3.922,4.262,,3.154,3.704,,,21.021,6.079,7.598,2.617,9.107,,,,,,17.889,2.904,9.650,0.790,30.930,,22.231,2.500,,3.435,14.367,,3.674,15.748,8.807,4.576,68.209,2.553,4.140,0.475,1.136,57.643,5.664,5.651,1.908,57.525,9.361,,,4.416,,,,61.646,1.102,,1.673,24.000,3.746,8.530,,8.252,4.935,15.147,,,,,22.411,2.967,2.974,0.790,3.091,7.319,6.790,,5.895,10.393,6.697,,115.1,113.2,,1599,0.252,0.204,2.261,0.689,7.465,,,4.079,4.434,,0.042,3.853,,,119.019,33.874,42.341,14.583,50.751,,,,,,2.230,1.370,53.780,0.822,32.174,,123.889,,,3.573,81.343,,3.822,8.126,,0.570,10.959,2.656,4.307,0.494,0.183,7.185,53.449,31.998,0.307,59.838,9.738,,,4.594,,,,0.573,,,9.475,24.965,46.764,4.025,,46.720,5.133,15.757,,,,,33.522,4.437,0.478,0.822,51.529,7.613,42.042,,2.782,4.904,3.160
1600,1.735,1.213,2.155,5.020,16.728,,,3.889,4.323,,3.092,3.704,,,18.369,6.271,,3.006,8.703,,,,,,15.712,3.809,9.722,0.870,32.000,,33.899,4.000,56.613,3.477,15.754,,4.237,15.027,11.293,3.994,41.988,2.588,4.284,0.853,0.956,55.966,6.497,5.651,1.991,52.013,8.983,,,4.947,,,,41.877,1.518,,1.673,22.627,4.101,8.533,,10.560,4.812,17.257,,,,,22.563,2.412,3.195,0.870,2.871,7.405,7.275,,7.552,10.413,7.125,,115.1,113.2,,1600,0.279,0.195,2.242,0.626,7.893,,,4.046,4.497,,0.041,3.853,,,104.006,34.948,,16.753,48.501,,,,,,1.958,1.797,54.181,0.905,33.287,,188.913,,58.890,3.617,89.201,,4.408,7.754,,0.498,6.746,2.693,4.457,0.887,0.154,6.976,61.312,31.998,0.320,54.105,9.344,,,5.146,,,,0.389,,,9.475,23.537,51.191,4.026,,59.789,5.006,17.952,,,,,33.748,3.607,0.513,0.905,47.875,7.703,45.048,,3.563,4.913,3.362
1601,1.958,1.878,2.102,4.845,15.394,,,4.228,4.608,,3.167,3.704,,,18.777,6.601,7.517,3.066,10.019,,,,,,15.269,4.045,9.232,0.860,24.000,,34.867,2.500,64.701,4.197,15.754,,3.292,15.312,9.318,3.831,60.199,2.438,4.731,0.710,1.783,68.204,6.059,5.651,2.778,49.729,8.330,,,4.101,,,,47.496,2.144,,1.697,,3.866,8.173,,12.165,5.469,17.829,,,,,22.411,2.130,3.201,0.860,4.447,7.907,7.118,,7.241,10.827,7.191,,111.4,109.6,,1601,0.304,0.292,2.116,0.584,7.030,,,4.257,4.640,,0.041,3.729,,,102.897,35.604,40.545,16.535,54.040,,,,,,1.842,1.847,49.796,0.866,24.163,,188.063,,65.140,4.225,86.335,,3.314,7.647,,0.462,9.362,2.455,4.763,0.715,0.277,8.228,55.336,30.969,0.432,50.066,8.387,,,4.129,,,,0.427,,,9.297,,46.706,3.733,,66.666,5.506,17.950,,,,,32.444,3.084,0.498,0.866,71.758,7.961,42.660,,3.307,4.945,3.284
1602,1.419,2.004,2.062,4.957,18.436,,,4.483,4.346,8.171,3.154,3.850,,,19.768,6.658,7.613,2.992,10.325,,,,,,16.000,3.397,9.891,0.832,16.000,,29.737,3.702,68.745,6.358,15.754,,3.768,16.750,13.589,4.510,48.484,2.527,4.702,0.712,0.828,44.380,6.072,5.600,2.758,37.631,9.422,,,3.977,,,,40.005,1.642,,1.764,26.000,,17.065,,9.732,4.564,17.089,,,,,23.602,2.344,2.888,0.989,4.041,8.776,7.275,,6.718,10.684,7.523,,111.4,109.6,,1602,0.221,0.312,2.076,0.598,8.419,,,4.514,4.376,8.226,0.041,3.876,,,108.329,35.909,41.060,16.138,55.692,,,,,,1.930,1.551,53.349,0.838,16.109,,160.394,,69.212,6.401,86.335,,3.794,8.365,,0.544,7.540,2.544,4.734,0.717,0.129,5.354,55.462,30.691,0.429,37.887,9.486,,,4.004,,,,0.360,,,9.667,26.177,,7.793,,53.332,4.595,17.205,,,,,34.168,3.393,0.449,0.996,65.211,8.836,43.601,,3.068,4.879,3.435
1603,1.190,1.299,1.999,4.312,18.131,,,3.995,3.936,8.171,3.092,3.285,,,17.083,6.711,7.532,2.992,10.618,,,,,,14.970,3.326,9.724,1.015,16.000,,26.883,3.405,,13.239,15.754,,3.503,15.622,12.644,1.100,40.201,2.570,4.766,0.605,0.862,53.168,6.074,4.984,1.933,33.051,9.528,,,4.359,,,,42.155,2.007,,1.905,28.983,3.699,19.079,,8.861,4.124,15.309,,,,,22.682,2.452,3.049,1.021,4.197,10.492,7.721,,7.234,10.770,7.394,,111.4,109.6,,1603,0.185,0.202,2.012,0.520,8.280,,,4.022,3.963,8.226,0.040,3.307,,,93.615,36.197,40.625,16.138,57.270,,,,,,1.806,1.519,52.451,1.022,16.109,,145.002,,,13.329,86.335,,3.527,7.802,,0.133,6.252,2.588,4.798,0.610,0.134,6.414,55.478,27.313,0.301,33.275,9.593,,,4.389,,,,0.379,,,10.441,29.180,44.694,8.713,,48.559,4.152,15.413,,,,,32.837,3.549,0.474,1.028,67.727,10.563,46.271,,3.304,4.919,3.377
1604,1.243,1.358,1.963,4.757,16.740,,,3.640,3.805,8.171,2.921,4.038,,,17.177,6.043,7.297,2.647,9.170,,,,,,14.138,2.552,8.748,0.928,20.000,,27.798,,,6.914,15.754,,3.355,16.670,11.822,2.762,48.972,2.556,4.190,0.527,1.067,55.966,5.377,7.004,1.980,26.232,9.260,,,4.552,,,,37.135,2.237,,1.972,26.000,3.736,12.044,,9.958,4.075,15.807,,,,,22.038,2.334,3.014,1.008,,11.004,7.994,,7.518,10.889,7.886,,111.4,109.6,,1604,0.193,0.211,1.977,0.574,7.645,,,3.665,3.831,8.226,0.038,4.065,,,94.128,32.593,39.357,14.279,49.458,,,,,,1.706,1.165,47.182,0.935,20.136,,149.938,,,6.961,86.335,,3.377,8.325,,0.333,7.616,2.573,4.219,0.530,0.166,6.752,49.109,38.382,0.308,26.410,9.322,,,4.583,,,,0.334,,,10.808,26.177,45.139,5.500,,54.570,4.102,15.914,,,,,31.904,3.378,0.469,1.015,,11.079,47.906,,3.433,4.972,3.601
1605,1.618,1.364,2.182,5.466,13.673,,,4.085,4.345,,2.939,3.221,,,17.692,6.215,6.798,3.096,9.225,,,,,,14.000,2.926,10.348,0.769,16.000,,35.569,,48.526,5.957,15.754,,4.182,15.331,12.802,3.559,48.972,2.535,4.302,0.697,1.129,47.437,6.390,5.823,1.779,21.278,8.983,,,4.427,,,,,2.095,,2.160,,2.880,9.000,,8.617,4.093,15.559,,,,5.555,27.657,2.286,3.259,0.950,4.290,9.075,7.714,,7.583,10.800,7.904,,111.4,109.6,,1605,0.252,0.212,2.197,0.659,6.244,,,4.113,4.375,,0.038,3.243,,,96.952,33.523,36.665,16.699,49.759,,,,,,1.689,1.336,55.816,0.774,16.109,,191.852,,48.855,5.998,86.335,,4.211,7.656,,0.429,7.616,2.552,4.332,0.702,0.176,5.723,58.362,31.911,0.277,21.422,9.044,,,4.457,,,,,,,11.839,,34.796,4.110,,47.222,4.121,15.665,,,,2.537,40.038,3.310,0.507,0.957,69.228,9.136,46.230,,3.463,4.932,3.610
1606,1.569,1.598,2.189,6.140,15.364,,,4.316,4.029,,3.056,2.982,,,17.442,7.945,8.427,2.917,15.171,,,,,,16.000,3.248,12.285,1.002,16.000,1.494,27.908,2.576,64.701,6.291,15.754,,6.277,17.046,11.967,4.068,48.484,2.661,4.505,,1.156,50.369,5.844,7.518,2.059,21.147,10.421,,,4.397,,,,37.990,2.051,,1.972,,3.736,9.853,,15.214,4.883,15.151,,,,,22.563,2.279,3.059,1.019,4.727,9.116,7.851,,7.966,11.151,7.749,,111.4,109.6,,1606,0.244,0.248,2.204,0.741,7.016,,,4.346,4.057,,0.040,3.002,,,95.583,42.853,45.455,15.731,81.830,,,,,,1.930,1.483,66.262,1.009,16.109,0.682,150.528,,65.140,6.334,86.335,,6.320,8.513,,0.491,7.540,2.679,4.536,,0.180,6.077,53.372,41.196,0.320,21.290,10.492,,,4.427,,,,0.342,,,10.808,,45.139,4.499,,83.374,4.916,15.254,,,,,32.664,3.299,0.476,1.026,76.284,9.178,47.049,,3.638,5.092,3.539
1607,1.523,1.250,2.147,7.123,17.438,,,4.239,4.178,7.149,3.108,3.443,,,18.051,7.344,9.257,3.361,10.444,,,,,,16.168,3.188,12.496,1.006,32.000,,33.116,3.405,,5.907,15.754,,4.831,16.819,16.568,2.182,55.984,2.679,3.943,,1.143,53.168,5.901,5.823,2.137,21.420,10.133,,,4.944,,,,42.759,1.779,,2.160,,3.746,19.119,,14.903,4.744,14.489,,,,7.407,22.262,2.413,3.338,1.034,5.349,9.162,7.772,,8.417,11.238,7.814,,111.4,109.6,,1607,0.237,0.194,2.162,0.859,7.963,,,4.268,4.206,7.198,0.040,3.467,,,98.920,39.610,49.929,18.126,56.331,,,,,,1.951,1.456,67.400,1.013,32.217,,178.617,,,5.947,86.335,,4.864,8.400,,0.263,8.706,2.698,3.970,,0.178,6.414,53.897,31.911,0.332,21.566,10.201,,,4.978,,,,0.384,,,11.839,,45.261,8.731,,81.667,4.777,14.588,,,,3.383,32.228,3.494,0.519,1.041,86.321,9.224,46.576,,3.844,5.132,3.568
1608,1.955,1.537,2.290,5.851,14.495,,,4.545,4.153,,3.222,3.443,,,16.911,8.221,10.145,3.620,12.226,,,,,,16.338,3.673,11.882,1.203,,,37.181,3.622,,9.805,15.754,,4.536,16.064,13.664,3.450,69.692,2.803,4.894,,1.165,44.773,5.999,5.765,2.396,19.791,10.223,,,4.837,,,,37.107,1.957,,2.160,,3.548,12.149,,12.798,4.940,16.643,,,,,24.629,2.455,4.812,1.418,6.017,8.549,7.881,,8.015,11.129,7.788,,111.4,109.6,,1608,0.304,0.239,2.305,0.706,6.620,,,4.576,4.181,,0.042,3.467,,,92.674,44.341,54.720,19.526,65.945,,,,,,1.971,1.677,64.091,1.211,,,200.543,,,9.871,86.335,,4.567,8.023,,0.416,10.838,2.822,4.927,,0.181,5.401,54.788,31.594,0.373,19.925,10.292,,,4.870,,,,0.334,,,11.839,,42.869,5.548,,70.135,4.973,16.756,,,,,35.655,3.555,0.748,1.428,97.091,8.607,47.230,,3.660,5.082,3.557
1609,2.141,2.167,2.399,6.642,16.681,,,4.580,4.241,,3.558,2.965,,,22.988,7.529,10.138,3.261,10.618,,,,,,16.050,3.461,12.015,1.236,32.000,,37.835,3.405,,4.465,15.754,,5.821,17.022,15.316,4.081,48.972,2.639,4.535,,1.374,48.047,5.975,5.425,2.790,24.430,9.917,,,4.482,,,,42.043,2.662,,2.249,,3.786,11.038,,11.563,5.154,16.419,,,,,26.920,2.437,4.584,3.390,5.936,7.864,7.686,,6.944,11.392,7.683,,111.4,109.6,,1609,0.333,0.337,2.415,0.801,7.618,,,4.611,4.270,,0.046,2.985,,,125.978,40.608,54.681,17.590,57.270,,,,,,1.936,1.580,64.803,1.244,32.217,,204.074,,,4.496,86.335,,5.861,8.501,,0.492,7.616,2.657,4.566,,0.214,5.796,54.575,29.731,0.434,24.596,9.984,,,4.513,,,,0.378,,,12.323,,45.735,5.041,,63.365,5.189,16.531,,,,,38.971,3.528,0.713,3.413,95.782,7.918,46.060,,3.171,5.202,3.509
1610,1.814,1.743,2.285,5.147,18.019,,,3.929,4.315,,3.569,3.601,,,17.442,7.185,9.198,3.216,10.270,,,,,,17.602,2.912,12.367,0.713,32.000,,34.448,3.390,,4.783,18.938,,5.464,16.123,17.578,4.521,48.972,2.573,4.423,,1.277,50.929,5.764,6.345,2.758,24.031,9.917,,,4.634,,,,30.752,2.026,,2.160,,3.338,14.779,,13.858,5.098,16.708,,,,5.555,23.802,2.815,3.487,0.881,6.691,7.149,7.556,,8.253,11.405,7.999,,111.4,109.6,,1610,0.282,0.271,2.300,0.621,8.229,,,3.955,4.344,,0.046,3.626,,,95.583,38.756,49.613,17.348,55.392,,,,,,2.123,1.330,66.707,0.718,32.217,,185.805,,,4.815,103.781,,5.501,8.052,,0.545,7.616,2.591,4.453,,0.199,6.144,52.644,34.773,0.429,24.194,9.984,,,4.665,,,,0.276,,,11.839,,40.326,6.749,,75.940,5.133,16.821,,,,2.537,34.458,4.075,0.542,0.887,107.975,7.197,45.281,,3.769,5.208,3.653
1611,1.651,1.573,2.546,5.655,16.238,,,4.443,4.735,,4.290,3.850,,,17.348,6.998,8.611,3.231,10.068,,,,,,16.000,3.477,12.846,0.967,26.670,,31.210,3.497,,3.126,18.938,,4.653,16.621,11.313,4.068,59.070,2.574,4.892,0.583,1.310,,5.999,5.043,2.279,28.601,10.998,,,4.460,,,,41.818,1.705,,2.231,,3.166,,,11.755,5.076,16.202,,,,,17.994,2.365,3.768,1.003,6.014,6.969,7.374,,8.454,11.565,8.174,,111.4,109.6,,1611,0.257,0.245,2.563,0.682,7.415,,,4.474,4.767,,0.056,3.876,,,95.070,37.746,46.445,17.425,54.303,,,,,,1.930,1.588,69.286,0.973,26.851,,168.339,,,3.147,103.781,,4.684,8.301,,0.491,9.186,2.592,4.925,0.587,0.204,,54.788,27.635,0.354,28.796,11.072,,,4.490,,,,0.376,,,12.227,,38.253,,,64.416,5.110,16.312,,,,,26.050,3.424,0.586,1.010,97.049,7.017,44.193,,3.861,5.282,3.733
1612,2.056,2.529,2.364,,16.966,,,4.593,4.418,,4.373,3.071,,,17.692,6.831,8.523,3.245,9.518,,,,,,17.085,4.351,12.969,1.133,16.000,,34.608,3.730,76.832,3.148,18.938,,4.002,17.583,14.598,4.388,126.639,2.781,4.208,,1.782,52.468,5.923,,3.015,22.680,8.999,,,4.204,,,,41.149,2.090,,2.231,,3.920,15.015,,20.603,4.874,15.666,,,,3.704,27.065,2.432,3.984,1.227,5.762,7.137,7.367,,7.935,11.669,8.181,,111.4,109.6,,1612,0.320,0.393,2.380,,7.748,,,4.624,4.448,,0.057,3.092,,,96.952,36.843,45.970,17.503,51.336,,,,,,2.061,1.987,69.951,1.141,16.109,,186.668,,77.354,3.169,103.781,,4.029,8.781,,0.529,19.694,2.800,4.237,,0.277,6.330,54.097,,0.469,22.834,9.060,,,4.233,,,,0.370,,,12.227,,47.363,6.857,,112.906,4.907,15.772,,,,1.691,39.181,3.520,0.620,1.235,92.984,7.186,44.148,,3.624,5.329,3.736
1613,2.249,2.710,2.391,6.343,17.424,,,4.601,4.567,,4.718,3.652,,,22.228,7.083,8.809,3.365,9.894,,,,,,16.072,3.579,10.339,1.281,13.330,0.610,32.090,3.444,,4.391,18.938,,4.849,16.943,12.748,4.137,69.893,2.686,4.452,,1.520,47.571,5.607,,3.004,22.315,11.026,,,4.606,2.755,,,39.636,2.183,,2.322,30.000,3.786,10.202,,18.241,5.152,15.385,,,,,22.262,2.342,4.561,2.301,6.916,7.577,7.559,,7.307,11.623,7.811,,111.4,109.6,,1613,0.350,0.421,2.407,0.765,7.957,,,4.632,4.598,,0.061,3.677,,,121.813,38.206,47.514,18.151,53.364,,,,,,1.939,1.634,55.766,1.289,13.421,0.279,173.088,,,4.421,103.781,,4.882,8.462,,0.499,10.869,2.704,4.482,,0.236,5.739,51.208,,0.467,22.467,11.101,,,4.638,2.774,,,0.356,,,12.727,30.204,45.736,4.659,,99.962,5.187,15.490,,,,,32.228,3.390,0.709,2.316,111.596,7.629,45.304,,3.337,5.308,3.567
1614,2.277,,2.572,6.140,18.379,,,4.675,4.416,,3.698,3.704,,,19.256,7.698,10.013,3.275,11.293,,,,,,16.216,3.672,11.581,1.067,24.000,,31.001,4.080,,4.198,18.938,,4.429,18.537,15.790,4.137,68.309,2.858,,0.479,1.649,,5.521,8.235,2.980,25.128,11.148,,,4.610,,,,33.225,1.898,,2.231,,4.328,19.251,,12.004,4.919,12.525,,,,5.555,23.504,2.631,4.568,1.263,5.989,8.699,7.500,,8.409,11.838,8.024,,111.4,109.6,,1614,0.354,,2.589,0.741,8.393,,,4.707,4.446,,0.048,3.729,,,105.524,41.522,54.008,17.667,60.912,,,,,,1.956,1.677,62.464,1.074,24.163,,167.209,,,4.227,103.781,,4.459,9.258,,0.499,10.623,2.877,,0.482,0.256,,50.425,45.128,0.463,25.298,11.224,,,4.642,,,,0.299,,,12.227,,52.284,8.792,,65.782,4.953,12.610,,,,2.537,34.027,3.809,0.710,1.272,96.636,8.758,44.948,,3.840,5.406,3.664
1615,2.221,2.678,2.706,5.947,16.390,,,4.703,4.615,,4.299,4.389,,,21.002,7.280,9.838,3.290,9.922,,,,,,16.216,3.620,13.361,0.890,16.000,,41.208,4.022,,5.845,18.938,,,17.211,16.626,4.592,52.834,2.905,4.222,0.534,1.697,64.361,5.552,6.000,2.886,25.023,8.074,,,4.157,,,,38.875,2.285,,2.231,,3.980,14.779,,13.995,5.336,15.452,,,,,22.977,2.545,3.927,0.890,5.824,9.418,7.725,,7.195,11.944,7.868,,111.4,109.6,,1615,0.345,0.417,2.724,0.717,7.485,,,4.735,4.646,,0.056,4.419,,,115.091,39.269,53.061,17.745,53.514,,,,,,1.956,1.653,72.066,0.896,16.109,,222.264,,,5.884,103.781,,,8.596,,0.554,8.216,2.924,4.251,0.538,0.264,7.765,50.713,32.880,0.449,25.193,8.129,,,4.185,,,,0.349,,,12.227,,48.090,6.749,,76.693,5.372,15.557,,,,,33.264,3.685,0.611,0.896,93.982,9.482,46.299,,3.286,5.454,3.593
1616,2.159,2.234,2.662,,18.403,,,4.540,4.971,,4.268,3.704,,,27.682,7.328,10.218,3.595,9.170,,,,,,13.949,3.714,11.014,0.865,25.500,,42.106,3.380,,5.529,18.938,,3.637,15.808,,3.583,58.154,2.905,4.459,,2.021,64.361,5.923,5.000,3.607,25.712,10.739,,,4.738,,,,40.508,2.410,,2.365,,3.746,14.779,,15.277,5.288,13.574,,,,7.407,22.411,2.367,3.894,1.003,7.047,10.565,7.811,,7.817,12.340,7.793,,111.4,109.6,,1616,0.336,0.347,2.680,,8.404,,,4.571,5.005,,0.055,3.729,,,151.697,39.525,55.112,19.393,49.458,,,,,,1.683,1.696,59.407,0.871,25.673,,227.110,,,5.566,103.781,,3.661,7.895,,0.432,9.044,2.924,4.489,,0.314,7.765,54.097,27.400,0.561,25.887,10.811,,,4.770,,,,0.364,,,12.958,,45.261,6.749,,83.717,5.324,13.666,,,,3.383,32.444,3.427,0.606,1.010,113.717,10.637,46.811,,3.570,5.636,3.559
1617,1.858,1.722,2.574,,16.151,,,4.490,4.557,,4.133,3.512,,,20.798,7.128,10.173,3.186,9.399,,,,,,16.216,3.206,10.137,1.358,16.000,,35.418,3.788,,5.813,18.938,,,15.625,13.571,4.208,58.154,2.790,4.793,0.902,1.296,58.764,6.343,,2.482,25.770,12.255,,,5.121,,,,43.717,2.325,,2.455,,3.058,14.000,,12.628,4.670,15.351,,,,,22.411,2.542,4.625,1.310,6.070,11.149,8.057,,8.249,12.126,7.565,,111.4,109.6,,1617,0.289,0.268,2.591,,7.376,,,4.521,4.588,,0.054,3.535,,,113.976,38.445,54.869,17.183,50.698,,,,,,1.956,1.464,54.675,1.367,16.109,,191.035,,,5.853,103.781,,,7.803,,0.508,9.044,2.809,4.826,0.908,0.202,7.089,57.937,,0.386,25.945,12.338,,,5.156,,,,0.393,,,13.456,,36.948,6.393,,69.204,4.701,15.455,,,,,32.444,3.680,0.719,1.319,97.957,11.225,48.285,,3.767,5.538,3.455
1618,1.815,1.316,2.565,,17.429,,,4.413,4.350,,4.308,4.217,,,26.857,7.303,9.032,3.275,10.696,,,,,,16.216,3.398,10.052,1.218,24.000,,34.960,4.172,64.701,5.715,18.938,,5.337,17.439,13.996,4.208,58.154,2.905,4.219,0.916,1.268,,5.894,6.000,1.924,33.872,13.185,,,5.927,,,,44.253,1.495,,2.183,24.000,4.508,20.523,,12.371,4.772,14.666,,,,2.700,17.356,2.881,4.473,1.176,6.888,10.517,8.074,,7.931,12.305,8.201,,111.4,109.6,,1618,0.282,0.205,2.583,,7.960,,,4.443,4.380,,0.056,4.246,,,147.179,39.392,48.716,17.667,57.694,,,,,,1.956,1.552,54.217,1.227,24.163,,188.564,,65.140,5.754,103.781,,5.373,8.709,,0.508,9.044,2.924,4.248,0.923,0.197,,53.835,32.880,0.299,34.102,13.274,,,5.967,,,,0.398,,,11.961,24.163,54.458,9.372,,67.796,4.804,14.765,,,,1.233,25.125,4.170,0.696,1.184,111.144,10.588,48.387,,3.622,5.619,3.745
1619,1.574,1.495,2.676,5.840,17.311,,,4.323,4.674,,4.311,4.217,,,21.526,7.057,8.934,3.496,9.428,,,,,,16.216,3.790,10.220,1.130,32.000,,32.337,4.723,,8.570,18.938,,3.813,15.676,13.274,4.208,58.154,2.905,6.727,,1.224,49.722,5.894,,2.028,22.679,12.067,,,4.850,2.939,,,37.061,2.158,,2.231,25.923,4.058,26.914,,14.698,4.824,14.540,,,,,29.141,3.276,3.549,1.130,7.310,11.039,7.726,,8.138,12.832,8.642,,111.4,109.6,,1619,0.245,0.232,2.694,0.705,7.905,,,4.352,4.705,,0.056,4.246,,,117.963,38.066,48.187,18.854,50.852,,,,,,1.956,1.731,55.126,1.138,32.217,,174.420,,,8.628,103.781,,3.839,7.829,,0.508,9.044,2.924,6.773,,0.190,5.998,53.832,,0.315,22.833,12.149,,,4.883,2.959,,,0.333,,,12.227,26.099,49.032,12.291,,80.548,4.857,14.639,,,,,42.187,4.743,0.552,1.138,117.953,11.114,46.304,,3.716,5.860,3.947
