
="",="(0.47)",="(0.44)",="(0.43)",="(0.37)",="(-1.18)",="(0.21)"

="Portugal # Various manuf",="2.868",="4.196",="3.076",="4.420",="-20.86",="4.067"
="",="(0.36)",="(0.51)",="(0.39)",="(0.53)",="(-1.29)",="(0.25)"

="Suisse # European foodstuff and beverage",="37.93***",="38.24***",="38.01***",="38.01***",="13.14",="37.30*"
="",="(5.50)",="(5.50)",="(5.51)",="(5.40)",="(0.80)",="(2.31)"

="Suisse # Other",="26.55**",="26.49**",="26.00**",="25.64**",="1.098",="24.65"
="",="(3.26)",="(3.24)",="(3.18)",="(3.10)",="(0.07)",="(1.52)"

="Suisse # Plantation foodstuff",="20.29*",="-16.46",="20.03*",="-16.50",="-3.714",="-15.33"
="",="(2.15)",="(-1.25)",="(2.17)",="(-1.23)",="(-0.21)",="(-0.79)"

="Suisse # Raw mat fuel oils",="31.20***",="32.03***",="30.84***",="31.32***",="5.177",="29.69"
="",="(4.17)",="(4.27)",="(4.11)",="(4.12)",="(0.32)",="(1.85)"

="Suisse # Textile manuf",="39.21***",="39.36***",="38.62***",="38.39***",="14.12",="37.82*"
="",="(5.01)",="(5.00)",="(4.93)",="(4.82)",="(0.87)",="(2.35)"

="Suisse # Various manuf",="35.34***",="36.92***",="35.17***",="36.64***",="10.15",="35.48*"
="",="(4.64)",="(4.81)",="(4.59)",="(4.71)",="(0.63)",="(2.24)"

="Allemagne et Pologne (par terre) # year",="0.0322***",="0.0316***",="0.0319***",="0.0313***",="0.0317***",="0.0312***"
="",="(11.24)",="(10.95)",="(11.17)",="(10.79)",="(10.83)",="(10.54)"

="Angleterre # year",="0.0212***",="0.0196***",="0.0211***",="0.0196***",="0.0210***",="0.0196***"
="",="(9.65)",="(8.70)",="(9.53)",="(8.62)",="(9.62)",="(8.62)"

="Colonies françaises # year",="0.00529*",="0.0102***",="0.00483",="0.0100***",="0.00661*",="0.0121***"
="",="(2.02)",="(3.82)",="(1.88)",="(3.55)",="(2.52)",="(4.15)"

="Espagne # year",="0.00561*",="0.00484*",="0.00553*",="0.00455*",="0.00591**",="0.00480*"
="",="(2.45)",="(2.48)",="(2.41)",="(2.18)",="(2.62)",="(2.31)"

="Flandre et autres états de l'Empereur # year",="-0.00368",="-0.00403",="-0.00381",="-0.00402",="-0.00380",="-0.00436"
="",="(-1.08)",="(-1.18)",="(-1.13)",="(-1.18)",="(-1.12)",="(-1.28)"

="Hollande # year",="0.0193***",="0.0181***",="0.0190***",="0.0178***",="0.0193***",="0.0178***"
="",="(11.78)",="(11.76)",="(11.33)",="(11.63)",="(11.45)",="(11.59)"

="Italie # year",="0.0172***",="0.0167***",="0.0170***",="0.0164***",="0.0170***",="0.0165***"
="",="(10.77)",="(10.49)",="(10.49)",="(10.10)",="(10.51)",="(10.12)"

="Levant et Barbarie # year",="0.00358",="0.00334",="0.00339",="0.00301",="0.00347",="0.00310"
="",="(1.74)",="(1.62)",="(1.62)",="(1.43)",="(1.70)",="(1.50)"

="Nord # year",="0.0177***",="0.0156***",="0.0173***",="0.0154***",="0.0175***",="0.0154***"
="",="(10.96)",="(9.90)",="(10.42)",="(9.60)",="(10.60)",="(9.49)"

="Portugal # year",="0.0290***",="0.0284***",="0.0285***",="0.0280***",="0.0281***",="0.0276***"
="",="(9.00)",="(8.37)",="(8.92)",="(8.26)",="(8.96)",="(8.26)"

="Suisse # year",="0.0110***",="0.0103***",="0.0106***",="0.0101***",="0.0108***",="0.0101***"
="",="(3.80)",="(3.54)",="(3.66)",="(3.40)",="(3.75)",="(3.45)"

="European foodstuff and beverage # year",="-0.00116",="-0.000448",="-0.00137",="-0.000547",="-0.00137",="-0.000725"
="",="(-0.73)",="(-0.28)",="(-0.84)",="(-0.34)",="(-0.86)",="(-0.45)"

="Other # year",="0.00394*",="0.00485*",="0.00428*",="0.00530**",="0.00408*",="0.00508*"
