
="",="(-4.53)",="(-4.86)",="(-3.26)",="(-3.97)"

="Portugal # Wine # year",="0.0793***",="0.0912***",="0.0985***",="0.0988***"
="",="(3.92)",="(3.87)",="(3.35)",="(3.46)"

="Suisse # Coffee # year",="-0.00707",="-0.00539",="0.00695",="0.00225"
="",="(-1.18)",="(-0.90)",="(0.84)",="(0.30)"

="Suisse # Eau de vie # year",="0.0457***",="0.0472***",="0.0494***",="0.0493***"
="",="(8.91)",="(9.06)",="(9.34)",="(9.71)"

="Suisse # Other # year",="0.0194***",="0.0211***",="0.0200***",="0.0226***"
="",="(10.87)",="(12.93)",="(12.41)",="(16.72)"

="Suisse # Sugar # year",="-0.0119",="-0.0102",="0.00501",="-0.00283"
="",="(-0.99)",="(-0.86)",="(0.50)",="(-0.26)"

="Suisse # Wine # year",="0.0446***",="0.0461***",="0.0464***",="0.0474***"
="",="(10.08)",="(10.72)",="(10.76)",="(11.23)"

="États-Unis d'Amérique # Coffee # year",="-0.0879***",="-0.0825***",="-0.0846***",="-0.111***"
="",="(-4.96)",="(-4.69)",="(-4.32)",="(-5.50)"

="États-Unis d'Amérique # Eau de vie # year",="0.0302**",="0.0326**",="0.0376***",="0.0374***"
="",="(2.74)",="(2.96)",="(3.51)",="(3.46)"

="États-Unis d'Amérique # Other # year",="0.0620***",="0.0630***",="0.0663***",="0.0683***"
="",="(4.48)",="(4.74)",="(4.06)",="(4.44)"

="États-Unis d'Amérique # Sugar # year",="-0.0430*",="-0.0386",="-0.0306",="-0.0535**"
="",="(-2.06)",="(-1.88)",="(-1.63)",="(-2.74)"

="États-Unis d'Amérique # Wine # year",="0.0324**",="0.0346**",="0.0340**",="0.0357***"
="",="(3.03)",="(3.27)",="(3.22)",="(3.45)"

="0 # Coffee",="",="",="0",="0"
="",="",="",="(.)",="(.)"

="0 # Eau de vie",="",="",="-15.22",="-21.21"
="",="",="",="(-0.49)",="(-0.68)"

="0 # Other",="",="",="-65.56",="-75.49*"
="",="",="",="(-1.72)",="(-2.04)"

="0 # Sugar",="",="",="102.6*",="137.2**"
="",="",="",="(2.50)",="(3.23)"

="0 # Wine",="",="",="-8.965",="-18.46"
="",="",="",="(-0.29)",="(-0.60)"

="War # Coffee",="",="",="-1.035***",="-1.663***"
="",="",="",="(-4.84)",="(-7.65)"

="War # Eau de vie",="",="",="-14.94",="-20.94"
="",="",="",="(-0.48)",="(-0.67)"

="War # Other",="",="",="-65.71",="-75.47*"
="",="",="",="(-1.73)",="(-2.04)"

="War # Sugar",="",="",="102.1*",="135.7**"
="",="",="",="(2.49)",="(3.20)"

="War # Wine",="",="",="-9.016",="-18.44"
="",="",="",="(-0.29)",="(-0.60)"

="Coffee # year_of_war",="",="",="-0.128***",=""
="",="",="",="(-3.30)",=""

="Eau de vie # year_of_war",="",="",="-0.000765",=""
="",="",="",="(-0.07)",=""

="Other # year_of_war",="",="",="0.0181***",=""
="",="",="",="(3.37)",=""

="Sugar # year_of_war",="",="",="-0.318***",=""
="",="",="",="(-4.23)",=""

="Wine # year_of_war",="",="",="0.00737",=""
="",="",="",="(0.86)",=""

="Constant",="-35.16",="-40.44",="-50.32*",="-43.94"
="",="(-1.43)",="(-1.62)",="(-2.10)",="(-1.81)"

="Observations",="2755",="2755",="2755",="2755"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
